Name,Age,Income,Satisfaction,Feedback
Anthony Mcbride,45.0,43825.87573520924,,
Lynn Daniels,63.0,54920.11110999748,Medium,
Mrs. Sherry Franco,34.0,56039.94857842919,Medium,Negative
Carlos Miller,,56245.600915986186,High,Neutral
Aaron Nichols,,58950.25369270272,High,Negative
Daniel Dickerson,,42176.5040733335,High,Neutral
Jeffrey Olson,75.0,67566.12807777952,Medium,Neutral
Angela Powell,34.0,36801.22233736971,Low,Negative
Andrea Rowe,34.0,42575.440349064964,Medium,Negative
Danny Hamilton,54.0,61233.6046029779,High,Neutral
John Richards,30.0,27639.24531872328,Low,Negative
Gregory Vargas,54.0,59781.28397522556,Medium,Negative
Heather Vaughn,27.0,32484.73468894326,High,Neutral
Leslie Benson,,61078.96831321259,Low,
Brian Baker,,48210.2851531667,Medium,Neutral
Frank Miller,,59987.68236742668,Low,
Julie Curtis,36.0,,High,Positive
Sarah Myers,51.0,67055.02891226801,High,
Brandon Sutton,69.0,34950.704620954566,High,
Dillon Schmidt,,73403.89567509519,Medium,
Jennifer Patel,53.0,39170.66675612719,High,Positive
Teresa Wells,48.0,80701.25113778132,Low,Negative
Deborah Miller,27.0,59262.10542392213,Medium,Neutral
Jennifer Wright,63.0,28035.718499332037,Medium,
Casey Fernandez,29.0,45743.17024186752,High,
Tracy Thompson,60.0,,Low,Positive
John Barajas,55.0,37354.29805038131,High,
Mrs. Lisa Roberts,71.0,41140.21457124139,Medium,Negative
Karen Chaney,33.0,67824.3908592934,High,Neutral
Tammy Mcgee,23.0,53878.29615046488,Low,Neutral
Megan Hernandez,65.0,48589.78540401105,Low,Negative
Leslie Hunt,46.0,48201.66087960282,High,Positive
David Phillips,26.0,39353.740292215094,,Negative
Jay Williamson,37.0,50226.22946770393,High,Neutral
Anna Roberts,24.0,41380.87708734574,High,Positive
Shannon Smith,58.0,63484.07077928172,Low,Positive
Jeanette Gutierrez,36.0,41623.75070548027,Low,
Gina Hudson,51.0,38883.46557862787,Medium,
Sarah Glass,71.0,29797.846908324107,Low,
Christine Robbins,79.0,70994.50805107498,High,Positive
Michelle Adams,53.0,58689.91597134381,High,Positive
Kristi Hill,54.0,79008.9014909229,High,Positive
Michael Williams,25.0,79723.73323165579,Low,Positive
Edward Hartman,,68324.5286524047,Medium,Neutral
Norma Yang,50.0,27380.639695155198,Medium,Positive
Mr. Christopher Hughes,51.0,36097.836121933826,High,Neutral
Robert Mathews,38.0,54253.85848372544,Low,Positive
Anthony Stein,,53448.591923946755,Low,Neutral
William Alvarez,58.0,35551.2412388913,Medium,Neutral
Natalie Hicks,66.0,52094.46041559204,Medium,Neutral
Robert Beard DDS,74.0,37998.19510240761,Medium,Positive
Bradley Webb,75.0,58426.072243425755,High,Negative
Nicole Johnson,,38569.943451478575,Low,
Patricia Adams,70.0,30533.065742486622,Low,
Krystal Irwin,58.0,59364.38581268958,,Positive
Anthony Moore,77.0,44167.673869366175,,Negative
Helen Davis,47.0,54949.789645232966,High,Positive
Douglas Costa,,42715.44022475541,High,Neutral
Timothy White,75.0,38954.10489339633,Medium,
Brandon Walker,18.0,58557.66645262991,Low,
Christopher Harris,78.0,40454.62948429798,High,Negative
Karen Wood MD,,60078.67152649527,Low,Positive
Julie Brown,62.0,62135.06380070164,Low,Negative
Carl Gutierrez,62.0,45944.14445620986,High,Positive
Brian Davis,47.0,40609.23798669818,Medium,Positive
Johnny Scott,58.0,48437.48311725944,Medium,
Nicole Mitchell,35.0,54982.571396018844,Low,
Kirsten White,55.0,57190.304561203244,Low,Negative
Angela Pruitt,48.0,40812.16356148131,High,Positive
Patrick Allen,42.0,25473.602123353274,Low,Negative
Brett Clay,58.0,36455.861923969096,Low,
Amanda Moss,78.0,45368.79536421333,High,
Anthony Flores,22.0,49496.45283423485,Low,Neutral
Andrea Gross,24.0,28966.078832489984,Low,Neutral
Lisa Johnson,68.0,54767.8133932533,Low,Negative
Deanna Avila,51.0,27368.56485697044,Medium,Negative
Jesus Blankenship,43.0,67497.20828957425,,
Elizabeth Bonilla,33.0,57427.875763507895,Low,Positive
Russell Green,54.0,72223.63930571795,Low,Negative
David Reese,41.0,55734.50289409775,High,Neutral
Ryan Hernandez,61.0,29683.085920741712,Low,Negative
Wayne Conley,22.0,48220.00672137823,,
Christopher Rich,34.0,30188.04901957636,High,
Ryan Gibson,33.0,66990.42157406524,Medium,
Cassandra Gonzalez,49.0,47840.33906058511,Medium,Neutral
Krystal Moore,,63229.511678566225,Low,Neutral
Jesus Ellis,19.0,39280.373282343164,High,Positive
Kevin Fox,59.0,45059.9978429431,,Neutral
Nicholas Luna,67.0,74532.30358726703,Low,Negative
Kelly Sanchez,34.0,43562.261365067934,Low,Positive
Curtis Bell,28.0,29939.185041049608,High,Negative
Stephanie Ritter,,41551.110265378324,Medium,
Cory Chase,39.0,58214.30296274554,Low,Positive
Melissa Boyd,61.0,44810.26667289288,Medium,Neutral
Bill Hartman,68.0,,Low,Negative
Laura Gilmore,29.0,47429.30706683065,Medium,
Kathryn Bruce,29.0,38488.192605024495,Low,Positive
John Wong,25.0,88273.43918224453,Medium,
Belinda Peterson,25.0,69436.00781644514,Medium,
Julia Bennett,71.0,48261.075883263395,Medium,
Tracy Finley,62.0,48405.30369225422,Medium,Neutral
Amanda Moss,26.0,54684.92698219555,High,
Dana Mccann,51.0,65489.43260723954,Low,Neutral
Angela Hanson,79.0,69926.74926996135,Low,
Nicholas Keller,,54701.09395542405,High,Negative
Brittany Sandoval,38.0,26648.85393878148,Medium,
Kristin Carr,21.0,40416.36158216604,High,
Tony Lin,73.0,9771.302746791633,Low,Neutral
Cynthia Ward,75.0,61204.851345674615,High,
Morgan Houston,72.0,50837.31623332159,Low,Positive
Brian Fisher MD,76.0,51668.126800437836,Medium,Negative
Briana Martinez,68.0,33035.80436741568,Medium,Neutral
Nicholas Clay,75.0,80261.09543409027,High,Positive
Michelle Martin,56.0,30942.109809773283,Medium,Neutral
Chelsea Bell,33.0,37032.817259900505,Low,Negative
Heather Pruitt,52.0,41260.968869100834,High,Negative
Kimberly Castro DDS,34.0,32403.548377497453,,Negative
Mary Allison,21.0,54783.09132504192,Medium,Negative
William Scott,51.0,21354.114749203127,Low,Neutral
Darrell Jackson,30.0,48921.14423683566,High,
Rachel Price,75.0,69779.41377849718,,
Carly Hanson,77.0,16149.215900734453,High,Neutral
Laura Higgins,27.0,45359.11663616717,Medium,Negative
Madeline Rose,70.0,71397.41263261264,,Neutral
Billy Brown,42.0,65403.353502513,Medium,Positive
William Pacheco,41.0,,High,Positive
Gary Stout,34.0,27386.595853789742,Medium,
Steven Mcdonald,70.0,51990.712350037786,Medium,Negative
Patrick Miller,74.0,89207.83377538249,Medium,Positive
Julie Wall,67.0,79526.29264849075,Low,Negative
Betty Garcia,28.0,62292.1026950748,Medium,
Mrs. Jennifer Williams,33.0,36503.29001583598,Medium,Negative
Jennifer Johnson,23.0,22275.782721397987,Low,Negative
Danielle Hayden,64.0,82123.99155792102,Low,Neutral
Darren Sparks,58.0,42487.98864334983,Medium,Neutral
Nicholas White,,60230.80305473696,Low,
Kelly Butler,68.0,28939.474176921958,Medium,
Taylor Miller,67.0,,Low,Positive
Kevin Larson,33.0,19906.39037268191,Low,
Robert Wells,79.0,53581.98010465108,Low,Negative
Samantha Strong,23.0,43840.898887663934,Medium,Negative
Jeanne Larson,33.0,42540.539550234374,Medium,Negative
Charles Jackson,39.0,48619.289002832425,Medium,Positive
John Hodge,52.0,36824.37003082153,Low,Positive
Ann Martinez,25.0,62796.9000066439,Medium,Positive
Wesley Jackson,29.0,68298.8587380522,Low,
Julie Moran,60.0,75369.620065993,Medium,Negative
Stephanie Jimenez,,,High,Positive
Christopher Heath,41.0,6117.424108756924,Low,
Caroline Olsen,46.0,88543.87088099298,Medium,Negative
Charles Green,58.0,37597.72301371291,Medium,Positive
Stephen Campbell,59.0,48113.517327044654,Low,Positive
Catherine Schaefer,,63221.01495850816,High,
Alexander Reynolds,77.0,59982.2532621635,Low,Negative
Tanya Rodgers,53.0,53499.0840375755,Low,
Barbara Tate,41.0,62191.639536923765,Low,Neutral
Omar Ferguson,45.0,36302.97035929008,Low,Negative
Matthew Howell,25.0,56163.8174546719,High,Positive
Lisa Fisher,45.0,62545.64424871519,Medium,Neutral
Nicholas Williams,52.0,22938.944134084435,High,Positive
Raymond Pierce,61.0,57898.32728642111,Medium,
Thomas Sanders,40.0,76889.10467997627,High,
Brittany Nolan,21.0,55330.49983997152,Low,Positive
Ricardo Stevens,70.0,59131.48350614315,,Negative
Jacob Greene,51.0,41274.73089642902,Low,
Jerry Wood DDS,57.0,60653.0861964896,Low,
Elaine Jones,53.0,74607.38121401114,Medium,Positive
Levi Taylor,50.0,74471.3084368801,Low,Negative
Jose Perkins,71.0,,Low,Neutral
Nancy Elliott,68.0,57845.66655105409,High,Negative
Lisa Dickerson,37.0,45616.044017888475,Low,
James Hernandez,,46248.835736922585,Low,
Megan Todd,37.0,32768.36974087704,Medium,Positive
Rebecca Reyes,23.0,44865.32520255219,High,
Alejandro Mitchell,36.0,27472.267368109784,Medium,Negative
Paul Eaton,54.0,78972.69299705794,Medium,Neutral
James Brooks,49.0,9672.765594127733,Medium,Positive
Andrew Potter,36.0,72047.1220251788,Low,
Douglas Lyons,,67074.95007985507,Medium,Positive
Patricia Schroeder,50.0,49796.256771779685,,Positive
Stacy Johnson,,41665.0213871438,Low,
Elizabeth Kemp,56.0,63561.16994257277,High,Neutral
Joanne Bird,71.0,62174.559062241555,Medium,Neutral
Trevor West,35.0,61807.23557680538,Low,Negative
Anita Wilson,53.0,75172.05277919545,Medium,Negative
Derek Farrell,39.0,38212.61006358581,Medium,
Annette Young,76.0,72138.84718216035,Medium,Negative
Karen Martinez,52.0,41089.86597424327,Low,
Valerie Miranda,30.0,35284.004707357395,Low,
Mary Lopez,79.0,31484.442886693632,Low,Positive
Emily Kennedy MD,67.0,17749.511632697064,High,Positive
Ryan Jackson,67.0,54074.35717175275,High,Positive
Kathleen Williams,,48642.46991083724,Medium,
William Todd,,57475.87989412125,Medium,Neutral
Destiny Johnson,54.0,27794.35961335833,,Neutral
Crystal Brown,66.0,31532.65720082506,High,Positive
James Williams,73.0,74796.40611233373,High,Positive
Laura Bryant,59.0,6679.932894188394,Medium,Neutral
Christina Wright,19.0,53136.14496095464,Low,Positive
Glenn Gonzalez,40.0,48708.57553279528,Medium,Positive
Paul Baker,40.0,51284.94259534851,Low,
Victor Krueger,25.0,44622.754189295476,Medium,Positive
Christopher Johnson,77.0,67296.95325167953,Low,Positive
Angela Bradford,70.0,47099.38637176112,Medium,
Riley Thomas,66.0,54173.377576518484,Low,Negative
Amanda Moore,40.0,55670.437564566804,High,Positive
Stacey Thomas,76.0,36283.01513547942,Low,Negative
Morgan Little,28.0,52929.78183252242,Low,Neutral
Matthew Washington,21.0,67584.38608205516,Low,Neutral
Timothy Olsen,76.0,42207.30871819017,Medium,
Joseph Perry,50.0,58289.10216711938,Medium,Positive
Andrea Williams,28.0,66818.35539031468,Low,Neutral
Mark Johnson,47.0,46607.10815665179,,
Thomas Davis,39.0,58388.06667817648,Low,Neutral
Stephanie Lewis,67.0,58796.28112648411,Low,
Mark Randolph,63.0,,Medium,Positive
Nicholas Chambers,56.0,75340.1935433423,Medium,Negative
William Hogan,45.0,61155.17342826154,High,Negative
Dan Ferguson,,43531.38712890943,Medium,Positive
Melissa Torres,41.0,59457.2642716971,Low,Neutral
Andres Martinez,36.0,,Medium,Positive
Jesse Greer,71.0,50235.81041039211,Low,Positive
Samuel Preston,74.0,75110.95918266721,Medium,Negative
Gregory Johnson,38.0,46438.690726526496,Medium,Positive
Tyler Butler,60.0,,High,
Kevin Brown,44.0,45188.03274298933,Low,Positive
Ricky Reed,52.0,,Medium,Neutral
Lauren Odonnell,23.0,34212.37577147782,Medium,Negative
Kyle Moss,35.0,43395.791747216914,,
William Hill,68.0,,High,
Jennifer Shaw,19.0,51977.93023945316,Medium,
Jillian Adams,48.0,55631.083728505815,Low,Negative
Bryan Jackson,48.0,62695.59449297906,High,Positive
Benjamin Johnson,70.0,56942.576738740616,Low,Neutral
Brittany Young,47.0,51340.639591341445,High,Positive
Victor Jackson,69.0,68634.68088793338,High,Negative
Deborah Jones,48.0,67191.51853798458,Medium,Positive
Mr. Matthew Chang MD,51.0,39459.86599968233,High,Negative
Trevor Mitchell,47.0,29465.399143171395,High,Positive
Kathleen Phelps,72.0,66593.37327939726,Medium,
Kara Martin,,36023.646719858334,Medium,Negative
James Sherman,65.0,49333.84287402979,Low,Neutral
Scott Smith Jr.,31.0,71809.35380860878,Low,Positive
John Burns,73.0,,Low,Neutral
Belinda Salas,57.0,53060.72367513169,Low,
Dana Gray,73.0,81729.42885652476,Low,Positive
Juan Flores,54.0,54600.61281611567,High,
Kathleen Hawkins,32.0,74769.20558791762,Medium,
Dr. Amanda Fitzgerald,59.0,70380.52783767777,Medium,
Daniel Mitchell,46.0,41504.691229101256,High,Neutral
Desiree Fowler,60.0,33251.70628786679,Medium,
Mr. John Liu,47.0,83856.44096258364,,Negative
Larry Hall,38.0,35308.83256667148,Low,
Brianna Bowman,21.0,,Low,
Carolyn Watson,24.0,12846.135025512878,High,Neutral
Hannah Johnson,21.0,61143.103948508855,Low,
Sandra Mcmillan,77.0,,Medium,Neutral
Shaun Snyder,74.0,19931.391795834883,Medium,Positive
Regina Roberts,26.0,20791.72292822833,,Positive
Linda Knox,73.0,61242.96525672578,High,Positive
Dakota Simon,38.0,71487.14207005018,High,
Peter Harper,67.0,45925.54101791281,Low,Neutral
Wesley Phelps Jr.,62.0,49073.74701429457,Medium,Negative
Victoria Phillips,44.0,52279.44785180875,,Positive
Katie Davis,66.0,23772.437253082433,Medium,Positive
Lisa Herrera,26.0,41358.43806849255,High,Positive
Martha Hernandez,19.0,61566.895681578746,Low,
Dana Cherry,66.0,35519.6521551536,High,Neutral
Sandra Smith,22.0,25531.51957525651,High,
Michael Cummings,54.0,56031.20375923394,Low,Positive
Sharon Coleman,54.0,65466.237069858085,Medium,
Lisa Soto,37.0,37508.325613054025,High,Neutral
Mark Miller,56.0,40766.19588296445,Medium,Positive
Ryan Miller,42.0,73818.6818948719,High,Positive
Charles Reyes,71.0,49753.83412225152,Medium,Neutral
Matthew Williams,18.0,61053.88617778969,High,Negative
Madeline Ritter,,17559.232940360336,High,Neutral
Tammy Lam,52.0,76149.3395231064,,
Kayla Rose,19.0,62098.67856966032,Medium,
Theresa Mcclure,69.0,81997.14248431295,High,Neutral
Brian Martinez,50.0,45875.84586497263,Medium,Neutral
Alice Russell,72.0,66323.85421438038,Low,
Timothy White,47.0,60775.14392614769,High,Negative
Robert Greene,28.0,36134.00746308829,High,
Cindy Acosta,41.0,83403.99177141095,Low,Negative
Heather Nguyen,75.0,7888.567357442618,Medium,
William Perry,70.0,41120.975460958085,Medium,Neutral
Lisa Miller,72.0,45990.161202357514,Low,
Brian Rose,53.0,60484.30740612888,High,
Gabriel Townsend,25.0,50762.455028725104,Low,Neutral
Adam York,30.0,53973.53497658621,High,Positive
Shannon Hanson,65.0,41668.701471483735,High,Positive
Michele Fox,74.0,45732.74543392167,High,Negative
Amber Friedman,72.0,55610.89354147269,,Negative
Samuel Hamilton,40.0,18886.861387324232,Low,
Andrea Perez,74.0,67379.25646653122,Medium,Neutral
John Davis,43.0,55498.31129579171,Medium,Positive
Amanda Johnson,68.0,54423.73748494022,High,Neutral
Donna Hall,,24607.348306141408,High,Negative
Benjamin Gibson,39.0,41704.84354047614,Low,Positive
Mercedes Bradley,49.0,48586.52420813505,High,Positive
Deborah Irwin,42.0,,Low,Neutral
Angela Coleman,62.0,,High,Positive
Katherine Clark,64.0,30928.08632658006,Low,
Willie Snyder,22.0,39718.61270429827,High,
Harry James,31.0,53421.54428092626,High,Neutral
Miss Pamela Wagner,21.0,51932.516819496755,Low,Neutral
James Rose,49.0,48983.22026450807,Medium,Positive
Robert Martinez,25.0,40658.18044573814,High,Positive
Dominique Stevens,45.0,69695.69468970815,Low,
Olivia Guerrero,,36420.71759457468,Low,
Brian Dodson,40.0,43795.66385873698,High,Neutral
Sarah Holland,18.0,38979.75012800153,High,
Mary Jones,52.0,34442.85159674099,Medium,Neutral
Michael Bowen,48.0,44378.3983393225,High,Neutral
James Dunn,57.0,55438.11092446705,Low,Positive
Eric Watkins,,48540.64573696052,Low,Positive
Laura Gray,56.0,40622.40892826446,High,Neutral
John Johnson,,43750.63758572099,Low,
Andrew Duncan,30.0,50541.769142092344,Low,
Raymond Proctor,59.0,45478.32722464541,Medium,Positive
Jerry Green,24.0,47911.65915977973,High,Neutral
Willie Luna,29.0,32949.09606779054,High,Positive
Alec Peterson,35.0,50846.451964816515,High,Positive
Mary Mccarthy,18.0,50301.453200638796,High,
Angela Hodges,55.0,29559.761201779333,Low,Positive
Lisa Holt,48.0,64205.016593564345,High,Negative
William Medina,,56026.38761342398,Medium,Neutral
Laura Flores,68.0,,Low,
Jose Evans,,38651.451655800076,Low,
Patrick Mitchell,76.0,54589.049039139245,High,
Willie Curtis,38.0,62532.17491479362,High,Positive
Zachary Smith,44.0,39217.51333110935,Medium,
John Kelley,29.0,40169.98174558335,Low,Neutral
Elizabeth Murphy,19.0,45939.147153081736,Medium,Negative
Shirley Barker,28.0,44349.53809787449,High,Neutral
Kevin Burns,50.0,74774.53947482194,Medium,Negative
Suzanne Mitchell,50.0,31497.02626416452,Low,Neutral
Catherine Edwards DDS,24.0,56354.29740178357,Medium,
Kristi Smith,72.0,59488.143294882604,Medium,
Julie Brown,,30793.000807382185,Low,
Linda Torres,54.0,25955.634402690786,High,Neutral
Brian Adkins,,35706.88322834192,High,Neutral
Elizabeth Booker,20.0,33652.39589447621,Medium,Positive
Alexandria Nunez,45.0,22734.692271471642,High,
Lisa Kirby,,9422.586942717586,Low,Positive
Sonya Gonzalez,38.0,48983.02516334403,Low,
Sharon Ellis,,44961.5378454028,,
Allison Huber,23.0,,High,
Audrey Powers,20.0,,Medium,Negative
Michael Fields,66.0,58614.92125148164,Medium,
Jorge Mills,68.0,41812.48143458675,Medium,
Rebecca Johnson,38.0,32576.20077268175,Low,
Jacob Boyd,60.0,40661.293895160125,Low,
Justin Chan,,67214.32551679242,High,
Jessica Gray,26.0,54003.78975461944,Low,
Shannon Ritter,42.0,69497.0224884891,Low,
Dominique Long,60.0,63505.107659016176,Medium,Positive
Laura Powers,29.0,73357.27813605583,,Neutral
Karen Little,71.0,52510.92263155082,Low,Positive
Andrea Caldwell,,54663.267118849624,Low,Positive
Debra Snyder,60.0,26132.669704455813,Low,Neutral
Sandra Santiago,36.0,50043.84918570607,Low,
Mary Hart,66.0,5354.332601062582,Low,Negative
Theresa Velez,70.0,25594.3999969977,Medium,Negative
Amber Shepherd MD,33.0,65929.38280515323,Medium,Neutral
Scott Jones,,47324.101904998526,High,Positive
Roberta Davis,43.0,39742.26511948987,High,Positive
Sara Carpenter,67.0,56099.83722992421,Low,Positive
Kevin Cooper,53.0,26659.169484826543,High,Neutral
Dawn Scott,37.0,59098.86398985815,High,Neutral
Timothy Huynh,53.0,57902.34007979991,Low,
Tammy Casey,29.0,56182.758551197985,High,Neutral
Anthony Gordon,69.0,,High,Negative
Jeremy Gould,19.0,32393.060618419397,Low,
Michelle Hawkins,19.0,50319.73697426237,Medium,Neutral
Michael Butler,25.0,61265.73487993619,,Negative
Judith Cunningham,45.0,55242.3991725345,High,
Daniel Cervantes,42.0,37137.669453042225,Low,Neutral
Patricia Burton,48.0,22793.79109533958,High,Negative
Kathryn Manning,55.0,78025.35255164516,Medium,Positive
Emily Warren,20.0,,,
Chase Larson,35.0,39886.876447417104,Low,Positive
Claudia Cunningham,24.0,38245.47862263424,High,Neutral
Adrian Park,41.0,61751.82814469551,High,Positive
Heather Fuller,22.0,37638.29296588545,Low,Neutral
Dennis Nunez,60.0,56209.34389988398,Low,
Cynthia Shaw,57.0,32938.98575621695,Medium,Negative
Hunter Tran,,52297.51880262167,Medium,Positive
Lisa Graves,57.0,74833.34077901866,Medium,Neutral
Sarah Estrada,24.0,44706.16350887591,Medium,Negative
Joshua Burton,38.0,54699.516212442264,Low,
Jennifer Bailey,65.0,51309.80341600012,Low,Neutral
Stephanie Hunt PhD,72.0,49926.49650185222,Medium,Negative
Eric Ortiz,57.0,24592.911794416294,Low,Neutral
Nicole Ellis,39.0,70508.31509958328,High,Positive
Alex Thomas,51.0,58912.29582777762,Medium,Negative
Erica Johnson,,47149.46979986185,Medium,Neutral
Gina Johnson,51.0,77738.31811936064,High,Positive
Mitchell Andrews,27.0,45235.64714227974,Medium,Neutral
Charles Davis,63.0,81334.90150640087,High,
Sara Hernandez,59.0,23710.470073818837,High,Neutral
Monique Kelly,60.0,35294.57914800431,Medium,Positive
Michael York,47.0,43689.542828436264,High,
Alicia Patterson,28.0,71353.47306572147,,Positive
Nicole Clark,74.0,32275.68108578941,Medium,Positive
David Lopez,22.0,75082.83131000501,Low,Neutral
Alan Johnson Jr.,41.0,59433.9207276581,High,Positive
